Mobile,Route,Community,Stop,Address,Longitude,Latitude,Date,Day,Frequency,Start,End,Timetable
A,A15,Thurcaston,Wallis Close,"Wallis Close, Thurcaston",-1.16256,52.693984,2017-10-26,Thursday,Monthly,10:00,10:30,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A15,Thurcaston,Anstey Lane,"Anstey Lane, Thurcaston",-1.166701,52.686573,2017-10-26,Thursday,Monthly,10:35,10:55,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A15,Thurcaston,Mill Road,"Mill Road, Thurcaston",-1.160978,52.695207,2017-10-26,Thursday,Monthly,11:00,11:15,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A15,Newtown Linford,Groby Lane,"Groby Lane, Newtown Linford",-1.232136,52.681798,2017-10-26,Thursday,Monthly,11:25,11:40,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A15,Newtown Linford,Village Hall,"Village Hall, Newtown Linford",-1.224673,52.691734,2017-10-26,Thursday,Monthly,11:45,12:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A15,Loughborough,Badger Court,"Badger Court, Loughborough",-1.219953,52.769093,2017-10-26,Thursday,Monthly,13:15,14:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A15,Loughborough,Fielding Court,"Fielding Court, Loughborough",-1.219953,52.769093,2017-10-26,Thursday,Monthly,14:20,14:40,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A15,Loughborough,Rendell Street School,"Rendell Street School, Loughborough",-1.219953,52.769093,2017-10-26,Thursday,Monthly,14:50,15:35,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A16,Barsby,"The Firs, Main Street","The Firs, Main Street, Barsby",-0.981805,52.685051,2017-10-27,Friday,Monthly,9:45,10:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A16,South Croxton,Church,"Church, South Croxton",-0.992573,52.684485,2017-10-27,Friday,Monthly,10:05,10:20,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A16,South Croxton,Golden Fleece,"Golden Fleece, South Croxton",-0.992573,52.684485,2017-10-27,Friday,Monthly,10:25,10:40,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A16,Barkby,Pub Main Street,"Pub Main Street, Barkby",-1.063421,52.683124,2017-10-27,Friday,Monthly,11:05,11:25,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A16,Queniborough,Rearsby Road Village Hall,"Rearsby Road Village Hall, Queniborough",-1.049804,52.707248,2017-10-27,Friday,Monthly,11:40,12:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A16,Queniborough,Ringway,"Ringway, Queniborough",-1.048241,52.706641,2017-10-27,Friday,Monthly,12:05,12:25,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A16,Queniborough,Primrose Way,"Primrose Way, Queniborough",-1.051114,52.707392,2017-10-27,Friday,Monthly,12:30,12:50,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A16,Queniborough,Laurels Day Nursery,"Laurels Day Nursery, Queniborough",-1.060030,52.705322,2017-10-27,Friday,Monthly,13:40,14:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A16,Queniborough,New Zealand Lane,"New Zealand Lane, Queniborough",-1.061385,52.707514,2017-10-27,Friday,Monthly,14:05,14:25,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
A,A16,Wanlip,Church Road,"Church Road, Wanlip",-1.111867,52.692179,2017-10-27,Friday,Monthly,14:45,15:00,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes
